Entidad Federativa,Municipio,CVEGEO,Rango de pobreza (%),Rango de pobreza extrema (%)
Hidalgo,Tizayuca,1306900010177,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900010228,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900010232,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900010247,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tizayuca,1306900010251,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900010266,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tizayuca,130690001029A,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900010317,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900010321,"(50, 70]","[ 0, 20]"
Hidalgo,Tizayuca,1306900010336,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900010340,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900010355,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900010374,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tizayuca,1306900010393,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tizayuca,1306900010406,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900010463,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tizayuca,1306900010891,"(70, 100]","(20, 50]"
Hidalgo,Tizayuca,1306900010980,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900020482,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tizayuca,1306900020497,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tizayuca,130690002050A,"(50, 70]","[ 0, 20]"
Hidalgo,Tizayuca,1306900020514,"(70, 100]","[ 0, 20]"
Hidalgo,Tizayuca,1306900020904,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tizayuca,1306900020919,"(70, 100]","(20, 50]"
Hidalgo,Tizayuca,1306900020923,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tizayuca,1306900020957,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900080213,"(50, 70]","[ 0, 20]"
Hidalgo,Tizayuca,130690008043A,"(50, 70]","[ 0, 20]"
Hidalgo,Tizayuca,1306900080444,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900100529,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900100533,"(50, 70]","[ 0, 20]"
Hidalgo,Tizayuca,1306900190410,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900190425,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900190478,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tizayuca,1306900190938,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900190976,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tizayuca,1306900420548,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900420552,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900420567,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900420571,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900420586,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900420590,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900420603,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900420618,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900420622,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900420637,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900420641,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900420656,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900420660,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900420675,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,130690044068A,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900440694,"[ 0, 18]","[ 0, 20]"
Hidalgo,Tizayuca,1306900440707,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900440711,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900440726,"(50, 70]","[ 0, 20]"
Hidalgo,Tizayuca,1306900440730,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900440745,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,130690044075A,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900440764,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900440779,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900440783,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900440798,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900440800,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tizayuca,1306900440815,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,130690044082A,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900440834,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900440849,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tizayuca,1306900440853,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tizayuca,1306900440868,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900440872,"(34, 50]","[ 0, 20]"
Hidalgo,Tizayuca,1306900440887,"(18, 34]","[ 0, 20]"
Hidalgo,Tizayuca,1306900440942,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tizayuca,1306900440961,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tlahuelilpan,1307000010021,"(34, 50]","[ 0, 20]"
Hidalgo,Tlahuelilpan,1307000010036,"(50, 70]","[ 0, 20]"
Hidalgo,Tlahuelilpan,1307000010074,"(34, 50]","[ 0, 20]"
Hidalgo,Tlahuelilpan,1307000010089,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tlahuelilpan,1307000010093,"(50, 70]","[ 0, 20]"
Hidalgo,Tlahuelilpan,130700002013A,"(50, 70]","[ 0, 20]"
Hidalgo,Tlahuelilpan,1307000030040,"(50, 70]","[ 0, 20]"
Hidalgo,Tlahuelilpan,1307000030055,"(50, 70]","[ 0, 20]"
Hidalgo,Tlahuelilpan,130700003006A,"(50, 70]","[ 0, 20]"
Hidalgo,Tlahuelilpan,1307000030144,"(34, 50]","[ 0, 20]"
Hidalgo,Tlanchinol,1307300010127,"(50, 70]","[ 0, 20]"
Hidalgo,Tlanchinol,1307300010131,"(50, 70]","[ 0, 20]"
Hidalgo,Tlanchinol,1307300010165,"(70, 100]","[ 0, 20]"
Hidalgo,Tlaxcoapan,1307400010054,"(34, 50]","[ 0, 20]"
Hidalgo,Tlaxcoapan,1307400010069,"(50, 70]","[ 0, 20]"
Hidalgo,Tlaxcoapan,1307400010105,"(50, 70]","[ 0, 20]"
Hidalgo,Tlaxcoapan,130740001011A,"(50, 70]","[ 0, 20]"
Hidalgo,Tlaxcoapan,1307400010124,"(34, 50]","[ 0, 20]"
Hidalgo,Tlaxcoapan,1307400010162,"(50, 70]","[ 0, 20]"
Hidalgo,Tlaxcoapan,1307400010177,"(50, 70]","[ 0, 20]"
Hidalgo,Tlaxcoapan,1307400020088,"(50, 70]","[ 0, 20]"
Hidalgo,Tlaxcoapan,1307400020092,"(50, 70]","[ 0, 20]"
Hidalgo,Tlaxcoapan,1307400030139,"(50, 70]","[ 0, 20]"
Hidalgo,Tlaxcoapan,1307400030143,"(70, 100]","[ 0, 20]"
Hidalgo,Tlaxcoapan,1307400030181,"(70, 100]","[ 0, 20]"
Hidalgo,Tolcayuca,1307500010051,"(50, 70]","[ 0, 20]"
Hidalgo,Tolcayuca,1307500010066,"(34, 50]","[ 0, 20]"
Hidalgo,Tolcayuca,1307500010070,"(34, 50]","[ 0, 20]"
Hidalgo,Tolcayuca,1307500010085,"(50, 70]","[ 0, 20]"
Hidalgo,Tolcayuca,1307500010102,"(50, 70]","[ 0, 20]"
Hidalgo,Tolcayuca,1307500010117,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tolcayuca,1307500010155,"(50, 70]","[ 0, 20]"
Hidalgo,Tolcayuca,130750001016A,"(34, 50]","[ 0, 20]"
Hidalgo,Tolcayuca,1307500010174,"(18, 34]","[ 0, 20]"
Hidalgo,Tolcayuca,1307500010189,"(18, 34]","[ 0, 20]"
Hidalgo,Tolcayuca,1307500020121,"(50, 70]","[ 0, 20]"
Hidalgo,Tolcayuca,1307500020136,"(50, 70]","[ 0, 20]"
Hidalgo,Tolcayuca,1307500020140,"(50, 70]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600010082,"[ 0, 18]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600010114,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600010237,"(34, 50]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600010379,"(50, 70]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600010383,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600010398,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600010400,"[ 0, 18]","[ 0, 20]"
Hidalgo,Tula de Allende,130760001042A,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600010434,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600010449,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600010631,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600010650,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600010665,"(34, 50]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600010699,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600010754,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600010769,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,130760001081A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600010824,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600010843,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600010985,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600080453,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600080468,"(34, 50]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600080608,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,130760008067A,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600080684,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600080701,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600080773,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600080932,"(34, 50]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600080947,"(34, 50]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600080951,"(34, 50]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600080966,"[ 0, 18]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600080970,"(34, 50]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600081038,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600081042,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600081057,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600081061,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600110345,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,130760011035A,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600110805,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600110858,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600220059,"[ 0, 18]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600220222,"[ 0, 18]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600220523,"(34, 50]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600220538,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600220580,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600220595,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600220646,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600220788,"(50, 70]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600220862,"[ 0, 18]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600220877,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600240078,"[ 0, 18]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600240364,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600240542,"[ 0, 18]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600240720,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600240735,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,130760024074A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600240881,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600240913,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600240928,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,130760024099A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600241023,"(18, 34]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600260129,"(50, 70]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600260152,"(50, 70]","[ 0, 20]"
Hidalgo,Tula de Allende,130760026028A,"(50, 70]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600260294,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600260792,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tula de Allende,1307600271004,"[ 0, 18]","[ 0, 20]"
Hidalgo,Tula de Allende,1307600271019,"[ 0, 18]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010018,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010022,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010037,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010060,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010075,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,130770001008A,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010111,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010215,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,130770001022A,"(18, 34]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010268,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010272,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010287,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010291,Una vivienda particular habitada,Una vivienda particular habitada
Hidalgo,Tulancingo de Bravo,1307700010319,"(18, 34]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010323,"[ 0, 18]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010338,"(18, 34]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010342,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010361,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010376,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010380,"(18, 34]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010412,"(70, 100]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010465,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,130770001047A,"(18, 34]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010484,"(18, 34]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010499,"(18, 34]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010501,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010516,"(18, 34]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010520,"[ 0, 18]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010535,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,130770001054A,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010573,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010588,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010592,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010605,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,130770001061A,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010624,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010639,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010643,"(70, 100]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010658,"(70, 100]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010662,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010677,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010681,"(18, 34]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010696,"(18, 34]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010709,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010713,"(18, 34]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010747,"(18, 34]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010751,"(70, 100]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010817,"(70, 100]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010821,"(70, 100]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010836,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010840,"(70, 100]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010889,"(18, 34]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010893,"(70, 100]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010906,"(70, 100]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010910,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010959,"(18, 34]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010963,"(70, 100]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010978,"(70, 100]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010982,"(70, 100]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700010997,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700011001,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700011035,"(70, 100]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,130770001104A,"(70, 100]","(20, 50]"
Hidalgo,Tulancingo de Bravo,1307700011177,"[ 0, 18]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700011181,"(70, 100]","(20, 50]"
Hidalgo,Tulancingo de Bravo,1307700100431,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700100446,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700100802,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700101016,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700101020,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tulancingo de Bravo,1307700101139,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tulancingo de Bravo,1307700101196,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tulancingo de Bravo,1307700180554,"(70, 100]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700180569,"(70, 100]","(20, 50]"
Hidalgo,Tulancingo de Bravo,1307700180728,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tulancingo de Bravo,1307700180855,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tulancingo de Bravo,130770018086A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tulancingo de Bravo,1307700201088,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700201092,"(70, 100]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700201105,"(70, 100]","(20, 50]"
Hidalgo,Tulancingo de Bravo,1307700201162,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tulancingo de Bravo,1307700530770,"(70, 100]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700530785,"(50, 70]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700530874,"(70, 100]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700680925,"(18, 34]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,130770068093A,"(18, 34]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700680944,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tulancingo de Bravo,1307700681054,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tulancingo de Bravo,1307700681069,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tulancingo de Bravo,1307700681073,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tulancingo de Bravo,1307700681143,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307700681158,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Tulancingo de Bravo,130770108111A,"(34, 50]","[ 0, 20]"
Hidalgo,Tulancingo de Bravo,1307701081124,"(34, 50]","[ 0, 20]"
Hidalgo,Yahualica,1308000010032,No disponible,No disponible
Hidalgo,Yahualica,1308000170047,"(70, 100]","(50, 70]"
Hidalgo,Zacualtipán de Ángeles,130810001010A,"(50, 70]","[ 0, 20]"
Hidalgo,Zacualtipán de Ángeles,1308100010114,"(50, 70]","[ 0, 20]"
Hidalgo,Zacualtipán de Ángeles,1308100010148,"(50, 70]","[ 0, 20]"
Hidalgo,Zacualtipán de Ángeles,1308100010152,"(18, 34]","[ 0, 20]"
Hidalgo,Zacualtipán de Ángeles,1308100010167,"(34, 50]","[ 0, 20]"
Hidalgo,Zacualtipán de Ángeles,1308100010171,"(50, 70]","[ 0, 20]"
Hidalgo,Zacualtipán de Ángeles,1308100010186,"(34, 50]","[ 0, 20]"
Hidalgo,Zacualtipán de Ángeles,1308100010190,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Zacualtipán de Ángeles,1308100010218,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Zacualtipán de Ángeles,1308100010222,"(50, 70]","[ 0, 20]"
Hidalgo,Zacualtipán de Ángeles,1308100010237,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Zacualtipán de Ángeles,1308100010241,"(50, 70]","[ 0, 20]"
Hidalgo,Zacualtipán de Ángeles,1308100010256,"(34, 50]","[ 0, 20]"
Hidalgo,Zacualtipán de Ángeles,1308100010260,"(50, 70]","[ 0, 20]"
Hidalgo,Zacualtipán de Ángeles,1308100010275,"(34, 50]","[ 0, 20]"
Hidalgo,Zacualtipán de Ángeles,130810001028A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Zacualtipán de Ángeles,1308100010307,"(50, 70]","[ 0, 20]"
Hidalgo,Zacualtipán de Ángeles,1308100010311,"(50, 70]","[ 0, 20]"
Hidalgo,Zapotlán de Juárez,1308200010145,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Zapotlán de Juárez,1308200010179,"(34, 50]","[ 0, 20]"
Hidalgo,Zapotlán de Juárez,1308200010183,"(50, 70]","[ 0, 20]"
Hidalgo,Zapotlán de Juárez,1308200010287,"(34, 50]","[ 0, 20]"
Hidalgo,Zapotlán de Juárez,1308200010291,"(50, 70]","[ 0, 20]"
Hidalgo,Zapotlán de Juárez,1308200010342,Una vivienda particular habitada,Una vivienda particular habitada
Hidalgo,Zapotlán de Juárez,1308200020056,"(50, 70]","[ 0, 20]"
Hidalgo,Zapotlán de Juárez,1308200020126,"(50, 70]","[ 0, 20]"
Hidalgo,Zapotlán de Juárez,1308200020164,"(70, 100]","[ 0, 20]"
Hidalgo,Zapotlán de Juárez,1308200020198,"(70, 100]","[ 0, 20]"
Hidalgo,Zapotlán de Juárez,1308200020200,"(70, 100]","[ 0, 20]"
Hidalgo,Zapotlán de Juárez,1308200020215,"(50, 70]","[ 0, 20]"
Hidalgo,Zapotlán de Juárez,1308200020249,"(70, 100]","(20, 50]"
Hidalgo,Zapotlán de Juárez,1308200020268,"(50, 70]","[ 0, 20]"
Hidalgo,Zapotlán de Juárez,1308200020272,"(70, 100]","[ 0, 20]"
Hidalgo,Zapotlán de Juárez,1308200030304,"(50, 70]","[ 0, 20]"
Hidalgo,Zapotlán de Juárez,1308200030319,"(50, 70]","[ 0, 20]"
Hidalgo,Zapotlán de Juárez,1308200030323,"(50, 70]","[ 0, 20]"
Hidalgo,Zapotlán de Juárez,1308200030338,"(34, 50]","[ 0, 20]"
Hidalgo,Zempoala,1308300010087,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Zempoala,1308300010119,"(50, 70]","[ 0, 20]"
Hidalgo,Zempoala,1308300010123,"(70, 100]","[ 0, 20]"
Hidalgo,Zempoala,1308300010138,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Zempoala,1308300010157,"(34, 50]","[ 0, 20]"
Hidalgo,Zempoala,1308300010180,"(34, 50]","[ 0, 20]"
Hidalgo,Zempoala,1308300010195,"(34, 50]","[ 0, 20]"
Hidalgo,Zempoala,1308300010208,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Zempoala,1308300010231,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Zempoala,1308300010246,"(34, 50]","[ 0, 20]"
Hidalgo,Zempoala,1308300010250,"(50, 70]","[ 0, 20]"
Hidalgo,Zempoala,1308300010265,"(34, 50]","[ 0, 20]"
Hidalgo,Zempoala,130830023027A,"(50, 70]","[ 0, 20]"
