Entidad Federativa,Municipio,CVEGEO,Rango de pobreza (%),Rango de pobreza extrema (%)
Hidalgo,Zempoala,1308300230284,"(34, 50]","[ 0, 20]"
Hidalgo,Zempoala,1308300260299,"(50, 70]","[ 0, 20]"
Hidalgo,Zempoala,1308300260301,"(50, 70]","[ 0, 20]"
Hidalgo,Zempoala,1308300260316,"(50, 70]","[ 0, 20]"
Hidalgo,Zempoala,1308301330320,"(18, 34]","[ 0, 20]"
Hidalgo,Zempoala,1308301330335,"[ 0, 18]","[ 0, 20]"
Hidalgo,Zempoala,130830133034A,"(18, 34]","[ 0, 20]"
Hidalgo,Zempoala,1308301330354,"(18, 34]","[ 0, 20]"
Hidalgo,Zempoala,1308301330369,"(18, 34]","[ 0, 20]"
Hidalgo,Zempoala,1308301330373,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Zempoala,1308301330388,"[ 0, 18]","[ 0, 20]"
Hidalgo,Zempoala,1308301330392,"(18, 34]","[ 0, 20]"
Hidalgo,Zempoala,1308301330405,"[ 0, 18]","[ 0, 20]"
Hidalgo,Zempoala,130830133041A,"(34, 50]","[ 0, 20]"
Hidalgo,Zimapán,1308400010099,"(18, 34]","[ 0, 20]"
Hidalgo,Zimapán,1308400010173,"(50, 70]","[ 0, 20]"
Hidalgo,Zimapán,1308400010188,"(50, 70]","[ 0, 20]"
Hidalgo,Zimapán,1308400010192,"(34, 50]","[ 0, 20]"
Hidalgo,Zimapán,1308400010205,"(34, 50]","[ 0, 20]"
Hidalgo,Zimapán,130840001021A,"(34, 50]","[ 0, 20]"
Hidalgo,Zimapán,1308400010224,"(50, 70]","[ 0, 20]"
Hidalgo,Zimapán,1308400010243,"(70, 100]","[ 0, 20]"
Hidalgo,Zimapán,1308400010258,"(70, 100]","[ 0, 20]"
Hidalgo,Zimapán,1308400010262,"(70, 100]","[ 0, 20]"
Hidalgo,Zimapán,1308400010277,"(34, 50]","[ 0, 20]"
Hidalgo,Zimapán,1308400010281,"(50, 70]","[ 0, 20]"
Hidalgo,Zimapán,1308400010296,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Hidalgo,Zimapán,1308400010309,"(50, 70]","[ 0, 20]"
Hidalgo,Zimapán,1308400010313,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatic,1400100010067,"(34, 50]","[ 0, 20]"
Jalisco,Acatic,1400100010071,"(34, 50]","[ 0, 20]"
Jalisco,Acatic,1400100010103,"(34, 50]","[ 0, 20]"
Jalisco,Acatic,1400100010118,"(50, 70]","[ 0, 20]"
Jalisco,Acatic,1400100010122,"(34, 50]","[ 0, 20]"
Jalisco,Acatic,1400100010137,"(18, 34]","[ 0, 20]"
Jalisco,Acatic,1400100010141,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatic,1400100010156,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatic,1400100010160,"(50, 70]","[ 0, 20]"
Jalisco,Acatic,1400100010175,"(18, 34]","[ 0, 20]"
Jalisco,Acatic,140010001018A,Una vivienda particular habitada,Una vivienda particular habitada
Jalisco,Acatic,1400100010194,"(34, 50]","[ 0, 20]"
Jalisco,Acatic,1400100010207,"(34, 50]","[ 0, 20]"
Jalisco,Acatic,1400100010211,"(34, 50]","[ 0, 20]"
Jalisco,Acatic,1400100010226,"(34, 50]","[ 0, 20]"
Jalisco,Acatic,1400100010230,"(50, 70]","[ 0, 20]"
Jalisco,Acatic,1400100010245,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatic,140010001025A,"(50, 70]","[ 0, 20]"
Jalisco,Acatic,1400100010264,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatic,1400100010279,"(34, 50]","[ 0, 20]"
Jalisco,Acatic,1400100010283,"(50, 70]","[ 0, 20]"
Jalisco,Acatic,1400100010298,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatic,1400100010300,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatic,1400100010315,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatlán de Juárez,1400200010030,"(18, 34]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200010064,"(18, 34]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200010079,"(34, 50]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200010083,"(34, 50]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200010098,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatlán de Juárez,1400200010115,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatlán de Juárez,140020001012A,"[ 0, 18]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200010134,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatlán de Juárez,1400200010168,"(18, 34]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200010191,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatlán de Juárez,1400200010280,"(34, 50]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200010295,"(18, 34]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200010308,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatlán de Juárez,1400200010312,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatlán de Juárez,1400200020045,"(18, 34]","[ 0, 20]"
Jalisco,Acatlán de Juárez,140020002005A,"(18, 34]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200020100,"(34, 50]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200020149,"(34, 50]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200020153,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatlán de Juárez,1400200020172,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatlán de Juárez,1400200020204,"(34, 50]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200020219,"(50, 70]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200020223,"(50, 70]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200020238,"(50, 70]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200020242,Una vivienda particular habitada,Una vivienda particular habitada
Jalisco,Acatlán de Juárez,1400200020257,"(50, 70]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200020261,"(34, 50]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200020276,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatlán de Juárez,1400200020327,"(70, 100]","[ 0, 20]"
Jalisco,Acatlán de Juárez,1400200020331,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Acatlán de Juárez,1400200040187,"(18, 34]","[ 0, 20]"
Jalisco,Ahualulco de Mercado,1400300010061,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ahualulco de Mercado,1400300010076,"(50, 70]","[ 0, 20]"
Jalisco,Ahualulco de Mercado,1400300010080,"(50, 70]","[ 0, 20]"
Jalisco,Ahualulco de Mercado,1400300010095,"(18, 34]","[ 0, 20]"
Jalisco,Ahualulco de Mercado,1400300010108,"(34, 50]","[ 0, 20]"
Jalisco,Ahualulco de Mercado,1400300010112,"(34, 50]","[ 0, 20]"
Jalisco,Ahualulco de Mercado,1400300010127,"(18, 34]","[ 0, 20]"
Jalisco,Ahualulco de Mercado,1400300010131,"(34, 50]","[ 0, 20]"
Jalisco,Ahualulco de Mercado,1400300010146,"(34, 50]","[ 0, 20]"
Jalisco,Ahualulco de Mercado,1400300010150,Una vivienda particular habitada,Una vivienda particular habitada
Jalisco,Ahualulco de Mercado,1400300010165,"(70, 100]","[ 0, 20]"
Jalisco,Ahualulco de Mercado,140030001017A,"(34, 50]","[ 0, 20]"
Jalisco,Ahualulco de Mercado,1400300010184,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ahualulco de Mercado,1400300010199,"(50, 70]","[ 0, 20]"
Jalisco,Ahualulco de Mercado,1400300010201,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ahualulco de Mercado,1400300010216,"(34, 50]","[ 0, 20]"
Jalisco,Ahualulco de Mercado,1400300010220,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Amatitán,1400500010047,"(34, 50]","[ 0, 20]"
Jalisco,Amatitán,1400500010051,"(18, 34]","[ 0, 20]"
Jalisco,Amatitán,1400500010066,"(34, 50]","[ 0, 20]"
Jalisco,Amatitán,1400500010070,"(34, 50]","[ 0, 20]"
Jalisco,Amatitán,1400500010085,"(34, 50]","[ 0, 20]"
Jalisco,Amatitán,140050001009A,"(34, 50]","[ 0, 20]"
Jalisco,Amatitán,1400500010102,"(34, 50]","[ 0, 20]"
Jalisco,Amatitán,1400500010117,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Amatitán,1400500010121,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Amatitán,1400500010136,"(50, 70]","[ 0, 20]"
Jalisco,Amatitán,1400500010140,"(18, 34]","[ 0, 20]"
Jalisco,Amatitán,1400500010155,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Amatitán,140050001016A,"(18, 34]","[ 0, 20]"
Jalisco,Amatitán,1400500010174,"(18, 34]","[ 0, 20]"
Jalisco,Amatitán,1400500010189,"(70, 100]","(20, 50]"
Jalisco,Ameca,1400600010186,"(34, 50]","[ 0, 20]"
Jalisco,Ameca,1400600010190,"(34, 50]","[ 0, 20]"
Jalisco,Ameca,1400600010203,"(34, 50]","[ 0, 20]"
Jalisco,Ameca,1400600010218,"(34, 50]","[ 0, 20]"
Jalisco,Ameca,1400600010222,"(34, 50]","[ 0, 20]"
Jalisco,Ameca,1400600010237,"(34, 50]","[ 0, 20]"
Jalisco,Ameca,1400600010241,"[ 0, 18]","[ 0, 20]"
Jalisco,Ameca,1400600010256,"(34, 50]","[ 0, 20]"
Jalisco,Ameca,140060001028A,"(34, 50]","[ 0, 20]"
Jalisco,Ameca,1400600010294,"(34, 50]","[ 0, 20]"
Jalisco,Ameca,1400600010307,"(50, 70]","[ 0, 20]"
Jalisco,Ameca,1400600010311,"(18, 34]","[ 0, 20]"
Jalisco,Ameca,1400600010326,"(18, 34]","[ 0, 20]"
Jalisco,Ameca,1400600010330,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ameca,1400600010345,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ameca,140060001035A,"(34, 50]","[ 0, 20]"
Jalisco,Ameca,1400600010364,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ameca,1400600010379,"(70, 100]","[ 0, 20]"
Jalisco,Ameca,1400600010383,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ameca,1400600010398,"(34, 50]","[ 0, 20]"
Jalisco,Ameca,1400600010400,"(34, 50]","[ 0, 20]"
Jalisco,Ameca,1400600010434,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ameca,1400600010449,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ameca,1400600010453,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ameca,1400600010468,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ameca,1400600010472,"(34, 50]","[ 0, 20]"
Jalisco,Ameca,1400600010487,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ameca,1400600010491,"(50, 70]","[ 0, 20]"
Jalisco,Ameca,1400600010504,"(18, 34]","[ 0, 20]"
Jalisco,Ameca,1400600010519,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ameca,1400600010523,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ameca,1400600010538,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ameca,1400600110415,"(50, 70]","[ 0, 20]"
Jalisco,Ameca,140060011042A,"(50, 70]","[ 0, 20]"
Jalisco,Ameca,1400600110542,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Arandas,1400800010123,"(18, 34]","[ 0, 20]"
Jalisco,Arandas,1400800010138,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010142,"(18, 34]","[ 0, 20]"
Jalisco,Arandas,1400800010176,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010195,"(18, 34]","[ 0, 20]"
Jalisco,Arandas,1400800010208,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010212,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010227,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010301,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010369,"(50, 70]","[ 0, 20]"
Jalisco,Arandas,1400800010373,"(50, 70]","[ 0, 20]"
Jalisco,Arandas,1400800010405,"(50, 70]","[ 0, 20]"
Jalisco,Arandas,1400800010439,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010443,"(18, 34]","[ 0, 20]"
Jalisco,Arandas,1400800010458,"(50, 70]","[ 0, 20]"
Jalisco,Arandas,1400800010462,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Arandas,1400800010477,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010481,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010532,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010547,"(50, 70]","[ 0, 20]"
Jalisco,Arandas,1400800010640,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Arandas,1400800010655,"(18, 34]","[ 0, 20]"
Jalisco,Arandas,140080001066A,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010674,"(18, 34]","[ 0, 20]"
Jalisco,Arandas,1400800010689,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010706,"[ 0, 18]","[ 0, 20]"
Jalisco,Arandas,1400800010710,Una vivienda particular habitada,Una vivienda particular habitada
Jalisco,Arandas,1400800010725,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Arandas,1400800010782,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010797,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,140080001080A,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010814,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010829,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010833,"(18, 34]","[ 0, 20]"
Jalisco,Arandas,1400800010848,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010852,"(18, 34]","[ 0, 20]"
Jalisco,Arandas,1400800010867,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010871,Una vivienda particular habitada,Una vivienda particular habitada
Jalisco,Arandas,1400800010886,"[ 0, 18]","[ 0, 20]"
Jalisco,Arandas,1400800010890,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010903,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010918,"(18, 34]","[ 0, 20]"
Jalisco,Arandas,1400800010922,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010937,"(18, 34]","[ 0, 20]"
Jalisco,Arandas,1400800010941,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400800010956,Una vivienda particular habitada,Una vivienda particular habitada
Jalisco,Arandas,1400802800388,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400802800392,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400802800513,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400802800528,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400802800585,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Arandas,140080280059A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Arandas,1400802800621,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Arandas,1400802800636,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Arandas,1400802800693,Una vivienda particular habitada,Una vivienda particular habitada
Jalisco,Arandas,1400802800763,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Arandas,1400802800778,"(34, 50]","[ 0, 20]"
Jalisco,Arandas,1400802800960,Una vivienda particular habitada,Una vivienda particular habitada
Jalisco,Arandas,1400802800975,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,El Arenal,1400900010046,"(18, 34]","[ 0, 20]"
Jalisco,El Arenal,1400900010065,"(18, 34]","[ 0, 20]"
Jalisco,El Arenal,140090001007A,"(18, 34]","[ 0, 20]"
Jalisco,El Arenal,1400900010084,"(34, 50]","[ 0, 20]"
Jalisco,El Arenal,1400900010099,"(50, 70]","[ 0, 20]"
Jalisco,El Arenal,1400900010101,"(18, 34]","[ 0, 20]"
Jalisco,El Arenal,1400900010116,"(18, 34]","[ 0, 20]"
Jalisco,El Arenal,1400900010120,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,El Arenal,1400900010135,"(18, 34]","[ 0, 20]"
Jalisco,El Arenal,140090001014A,"(34, 50]","[ 0, 20]"
Jalisco,El Arenal,1400900010154,"(34, 50]","[ 0, 20]"
Jalisco,El Arenal,1400900010169,"(34, 50]","[ 0, 20]"
Jalisco,El Arenal,1400900010173,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,El Arenal,1400900010188,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,El Arenal,1400900010192,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,El Arenal,1400900010205,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,El Arenal,140090001021A,"(70, 100]","(20, 50]"
Jalisco,El Arenal,1400900010224,"(34, 50]","[ 0, 20]"
Jalisco,El Arenal,1400900010258,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,El Arenal,1400900060239,"(34, 50]","[ 0, 20]"
Jalisco,El Arenal,1400900060243,"(18, 34]","[ 0, 20]"
Jalisco,El Arenal,1400900060262,"(50, 70]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300010049,"(34, 50]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300010053,"(18, 34]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300010142,"(18, 34]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300010157,"(18, 34]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300010176,"(50, 70]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300010180,"(18, 34]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300010195,"(34, 50]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300010246,"(34, 50]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300010250,"(34, 50]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300010265,"(18, 34]","[ 0, 20]"
Jalisco,Atotonilco el Alto,140130001027A,"(50, 70]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300010284,"(34, 50]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300010299,"(50, 70]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300010301,"(18, 34]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300010316,"(50, 70]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300010320,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Atotonilco el Alto,1401300010373,Una vivienda particular habitada,Una vivienda particular habitada
Jalisco,Atotonilco el Alto,1401300010392,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Atotonilco el Alto,1401300010458,"(50, 70]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300010462,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Atotonilco el Alto,1401300300104,"(50, 70]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300300119,"(50, 70]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300300123,"(70, 100]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300300138,"(70, 100]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300300212,"(50, 70]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300300227,"(50, 70]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300300231,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Atotonilco el Alto,140130030034A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Atotonilco el Alto,1401300300354,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Atotonilco el Alto,1401300300369,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Atotonilco el Alto,1401300300388,"(70, 100]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300300405,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Atotonilco el Alto,140130030041A,"(50, 70]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300300424,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Atotonilco el Alto,1401300300439,"(50, 70]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300300443,"(70, 100]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300300513,"(70, 100]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401300300528,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Atotonilco el Alto,1401300300532,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Atotonilco el Alto,1401301450477,"(50, 70]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401301450481,"(50, 70]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401301450496,"(18, 34]","[ 0, 20]"
Jalisco,Atotonilco el Alto,1401301450509,"(34, 50]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010043,"(34, 50]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010058,"[ 0, 18]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010062,"(18, 34]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010077,"(18, 34]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010147,"(18, 34]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010151,"(34, 50]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010166,"(50, 70]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010185,"(50, 70]","[ 0, 20]"
Jalisco,Autlán de Navarro,140150001019A,"(50, 70]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010202,"(34, 50]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010217,"(18, 34]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010221,"(50, 70]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010236,"(34, 50]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010240,"(50, 70]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010255,"(18, 34]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010289,"(50, 70]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010293,"[ 0, 18]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010306,"(18, 34]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010310,"(18, 34]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010325,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Autlán de Navarro,140150001033A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Autlán de Navarro,1401500010344,"(18, 34]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010359,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Autlán de Navarro,1401500010363,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Autlán de Navarro,1401500010397,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Autlán de Navarro,140150001040A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Autlán de Navarro,1401500010414,"[ 0, 18]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010429,"[ 0, 18]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010433,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Autlán de Navarro,1401500010448,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Autlán de Navarro,1401500010452,"(34, 50]","[ 0, 20]"
Jalisco,Autlán de Navarro,1401500010467,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ayotlán,1401600010021,"(34, 50]","[ 0, 20]"
Jalisco,Ayotlán,1401600010093,"(50, 70]","[ 0, 20]"
Jalisco,Ayotlán,1401600010144,"(50, 70]","[ 0, 20]"
Jalisco,Ayotlán,1401600010159,"(50, 70]","[ 0, 20]"
Jalisco,Ayotlán,1401600010163,"(34, 50]","[ 0, 20]"
Jalisco,Ayotlán,1401600010178,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ayotlán,1401600010182,"(50, 70]","[ 0, 20]"
Jalisco,Ayotlán,1401600010248,"(18, 34]","[ 0, 20]"
Jalisco,Ayotlán,1401600010252,"(50, 70]","[ 0, 20]"
Jalisco,Ayotlán,1401600010267,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Jalisco,Ayotlán,1401600010337,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
